Rk,Player,Tm,Age,Pos,G,GS,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,-9999
847,Corey Liuget,HOU,30,DT,6,1,0,0,0,,0,,,0,,,0,0,0,1,1,1,3,4,0,0.00%,LiugCo00
848,P.J. Locke,DEN,23,DB,15,0,0,0,0,,0,,,0,,,0,0,1,0,0,0,0,3,0,0.00%,LockPJ00
849,James Lynch,MIN,21,DT,9,0,0,0,0,,0,,,0,,,0,0,0,0,0,1,1,3,1,25.00%,LyncJa00
850,Wyatt Ray,TEN,24,LB,4,1,0,0,0,,0,,,0,,,0,0,0,0,0,1,1,2,0,0.00%,RayxWy01
851,Derek Rivers,2TM,26,DE,13,0,0,0,0,,0,,,0,,,0,0,1,2,2,1.5,6,5,0,0.00%,RiveDe00
852,Rashad Smith,PHI,23,LB,2,0,0,1,1,100.00%,5,5,5,0,87.5,4,4,1,1,0,0,0,0,3,0,0.00%,SmitRa02
853,Saivion Smith,DAL,23,DB,6,1,0,7,4,57.10%,41,10.3,5.9,1,113.7,7.1,35,6,0,0,0,0,0,3,0,0.00%,SmitSa02
854,Cordrea Tankersley,MIN,27,DB,2,1,0,2,2,100.00%,29,14.5,14.5,1,158.3,9,18,11,0,0,0,0,0,2,0,0.00%,TankCo00
855,Teair Tart,TEN,23,DT,7,1,0,1,1,100.00%,17,17,17,0,118.7,2,2,15,0,0,2,0,2,5,4,44.40%,TartTe00
856,Pita Taumoepenu,ATL,26,LB,1,0,0,2,2,100.00%,13,6.5,6.5,0,93.7,4,8,5,1,1,0,0,1,2,0,0.00%,TaumPi00
857,Kevin Toliver,DEN,25,DB,2,0,0,2,2,100.00%,24,12,12,0,116.7,11,22,2,0,0,0,0,0,3,0,0.00%,ToliKe00
858,Trevor Williams,PHI,27,DB,2,0,0,4,1,25.00%,15,15,3.8,1,82.3,16.5,13,2,0,0,0,0,0,3,0,0.00%,WillTr05
859,Tavon Young,BAL,26,DB,2,0,0,3,2,66.70%,40,20,13.3,0,109.7,12.3,33,7,2,0,0,0,0,2,0,0.00%,YounTa01
860,Andrew Adams,TAM,28,DB,16,0,0,1,0,0.00%,0,,0,0,39.6,30,0,0,0,0,0,0,0,2,0,0.00%,AdamAn00
861,Eli Ankou,DAL,26,DT,7,0,0,1,1,100.00%,26,26,26,0,118.7,-3,-3,29,0,2,0,0,2,5,0,0.00%,AnkoEl00
862,Geno Atkins,CIN,32,DT,8,0,0,0,0,,0,,,0,,,0,0,0,0,1,0,1,1,0,0.00%,AtkiGe99
863,Markus Bailey,CIN,23,LB,11,0,0,2,1,50.00%,2,2,1,1,95.8,6.5,2,0,0,0,0,0,0,1,0,0.00%,BailMa01
864,Rashod Berry,NWE,24,TE,3,0,0,0,0,,0,,,0,,,0,0,1,0,0,0,0,1,0,0.00%,BerrRa01
865,Antoine Brooks Jr.,PIT,22,S,4,0,0,1,0,0.00%,0,,0,0,39.6,12,0,0,1,0,0,0,0,2,1,33.30%,BrooAn00
866,Andrew Brown,2TM,25,DT,7,0,0,0,0,,0,,,0,,,0,0,0,1,0,1,2,3,1,25.00%,BrowAn05
867,Ken Crawley,NOR,27,DB,6,0,1,1,0,0.00%,0,,0,0,0,58,0,0,0,0,0,0,0,1,0,0.00%,CrawKe02
868,Khalil Davis,TAM,24,DT,2,0,0,0,0,,0,,,0,,,0,0,0,0,2,0,2,2,0,0.00%,DaviKh00
869,Sheldon Day,IND,26,DT,4,0,0,0,0,,0,,,0,,,0,0,0,1,0,0,1,2,0,0.00%,DayxSh00
870,Michael Dogbe,ARI,24,DE,3,0,0,0,0,,0,,,0,,,0,0,0,0,0,1,1,1,0,0.00%,DogbMi00
871,Dee Ford,SFO,29,LB,1,0,0,0,0,,0,,,0,,,0,0,0,1,0,0,1,3,0,0.00%,FordDe00
872,Trevis Gipson,CHI,23,DE,7,0,0,0,0,,0,,,0,,,0,0,1,0,3,0,3,5,1,16.70%,GipsTr00
873,Demone Harris,KAN,25,DE,1,0,0,0,0,,0,,,0,,,0,0,0,1,0,0,1,3,0,0.00%,HarrDe06
874,Trent Harris,NYG,25,DT,4,2,0,0,0,,0,,,0,,,0,0,1,0,0,0.5,1,5,1,16.70%,HarrTr01
875,Juju Hughes,LAR,22,DB,12,0,0,0,0,,0,,,0,,,0,0,0,1,0,0,1,3,0,0.00%,HughJu00
876,Joseph Jones,DEN,26,LB,14,0,0,1,1,100.00%,2,2,2,0,79.2,-4,-4,6,0,0,0,0,0,3,0,0.00%,JoneJo05
877,Jessie Lemonier,LAC,23,DE,6,0,0,0,0,,0,,,0,,,0,0,0,1,2,0,3,2,0,0.00%,LemoJe00
878,Dylan Mabin,2TM,23,DB,4,0,0,5,4,80.00%,63,15.8,12.6,0,118.7,14.8,62,1,0,0,0,0,0,2,0,0.00%,MabiDy00
879,Isaiah Mack,2TM,24,DT,8,0,0,0,0,,0,,,0,,,0,0,0,0,1,0,1,3,0,0.00%,MackIs00
880,Julian Okwara,DET,23,LB,6,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,3,1,25.00%,OkwaJu00
881,Joe Ostman,PHI,25,DE,3,0,0,0,0,,0,,,0,,,0,0,1,0,0,0,0,1,2,66.70%,OstmJo00
882,Anthony Rush,2TM,24,DT,5,0,0,0,0,,0,,,0,,,0,0,0,0,0,0.5,1,5,0,0.00%,RushAn00
883,Jason Strowbridge,MIA,24,DE,8,0,0,0,0,,0,,,0,,,0,0,0,1,0,0,1,3,1,25.00%,StroJa02
884,Nick Sundberg,WAS,33,LS,16,0,0,1,0,0.00%,0,,0,0,39.6,-3,0,0,0,0,0,0,0,1,0,0.00%,SundNi00
885,Drue Tranquill,LAC,25,LB,1,1,0,1,1,100.00%,7,7,7,0,95.8,0,0,7,1,0,0,0,0,1,0,0.00%,TranDr00
886,Reggie Walker,ARI,24,LB,1,0,0,0,0,,0,,,0,,,0,0,2,0,0,0,0,1,0,0.00%,WalkRe01
887,Quincy Wilson,NYJ,24,DB,3,1,0,1,1,100.00%,4,4,4,0,83.3,-2,-2,6,0,0,0,0,0,1,2,66.70%,WilsQu01
888,Aaron Adeoye,BAL,27,LB,1,0,0,0,0,,0,,,0,,,0,0,2,0,0,0,0,0,0,,AdeoAa00
889,Bradlee Anae,DAL,22,DE,7,0,0,0,0,,0,,,0,,,0,0,1,0,1,0,1,0,0,,AnaeBr00
890,Ezekiel Ansah,SFO,31,DE,2,0,0,0,0,,0,,,0,,,0,0,0,1,0,0,1,0,0,,AnsaEz00
891,Cornell Armstrong,HOU,25,DB,10,0,0,1,1,100.00%,0,0,0,0,79.2,0,0,0,0,0,0,0,0,0,0,,ArmsCo00
892,Alex Barrett,SFO,26,DE,7,0,0,0,0,,0,,,0,,,0,0,0,3,2,0,5,5,0,0.00%,BarrAl00
893,Nate Brooks,BAL,24,DB,1,0,0,3,0,0.00%,0,,0,0,39.6,7.3,0,0,0,0,0,0,0,0,0,,BrooNa00
894,Ron'Dell Carter,DAL,23,DE,3,0,0,0,0,,0,,,0,,,0,0,0,1,0,0,1,1,1,50.00%,CartRo02
895,Matt Feiler,PIT,28,LG,13,13,0,0,0,,0,,,0,,,0,0,0,1,0,0,1,0,0,,FeilMa00
896,Joe Gaziano,LAC,24,DE,2,0,0,0,0,,0,,,0,,,0,0,0,0,1,0,1,1,0,0.00%,GaziJo01
897,Montre Hartage,NYG,23,DB,2,0,0,0,0,,0,,,0,,,0,0,1,0,0,0,0,0,0,,HartMo01
898,Rashard Higgins,CLE,26,WR,13,6,0,1,0,0.00%,0,,0,0,39.6,16,0,0,0,0,0,0,0,0,0,,HiggRa00
899,Jameson Houston,PHI,24,DB,3,0,0,3,1,33.30%,6,6,2,0,42.4,2.7,0,6,0,0,0,0,0,0,0,,HousJa00
900,Timmy Jernigan,2TM,28,DT,5,0,0,0,0,,0,,,0,,,0,0,0,0,1,0,1,1,0,0.00%,JernTi00
901,Nate Orchard,WAS,27,DE,3,0,0,0,0,,0,,,0,,,0,0,1,0,0,0,0,2,0,0.00%,OrchNa00
902,Jonathan Owens,HOU,25,DB,6,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,1,100.00%,OwenJo01
903,Walter Palmore,DAL,24,DT,1,0,0,0,0,,0,,,0,,,0,0,0,0,1,0,1,1,0,0.00%,PalmWa01
904,Brian Price,GNB,26,DT,2,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,1,100.00%,PricBr00
905,Dan Skipper,DET,26,T,5,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,1,1,50.00%,SkipDa00
906,Jonathan Taylor,IND,21,RB,15,13,0,0,0,,0,,,0,,,0,0,1,0,0,0,0,0,0,,TaylJo02
907,Casey Toohill,2TM,24,DE,9,0,0,0,0,,0,,,0,,,0,0,0,0,1,0,1,2,0,0.00%,ToohCa00
908,Deshaun Watson*,HOU,25,QB,16,16,0,0,0,,0,,,0,,,0,0,1,0,0,0,0,0,0,,WatsDe00
909,Mike Williams,LAC,26,WR,15,11,1,1,0,0.00%,0,,0,0,0,49,0,0,0,0,0,0,0,0,0,,WillMi07
